Protein A	Protein B
Q9Y4P1	9606.ENSP00000498476
Q9Y4P1	9606.ENSP00000411256
Q9Y4P1	9606.ENSP00000498476
P61077	9606.ENSP00000260947
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000258149
P61077	9606.ENSP00000338413
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000349722
P61077	9606.ENSP00000477613
P61077	9606.ENSP00000258149
P61077	9606.ENSP00000338413
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000433623
P61077	9606.ENSP00000349722
P61077	9606.ENSP00000477613
P61077	9606.ENSP00000338413
P61077	9606.ENSP00000356480
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000260947
P61077	9606.ENSP00000349722
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000356480
P61077	9606.ENSP00000349722
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000477613
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000349722
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000356480
P61077	9606.ENSP00000477613
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000433623
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000418960
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000441543
P61077	9606.ENSP00000477613
P61077	9606.ENSP00000477613
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000311032
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000261464
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000259808
Q13489	9606.ENSP00000247668
Q13489	9606.ENSP00000263464
Q13489	9606.ENSP00000381717
Q13489	9606.ENSP00000311032
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000261464
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000259808
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000263464
Q13489	9606.ENSP00000381717
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000311032
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000263464
Q13489	9606.ENSP00000261464
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000263464
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000311032
Q13489	9606.ENSP00000381717
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000341268
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000362994
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000398495
Q13489	9606.ENSP00000376500
Q13489	9606.ENSP00000398495
O14576	9606.ENSP00000349351
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000349679
O14576	9606.ENSP00000320130
O14576	9606.ENSP00000273130
O14576	9606.ENSP00000348965
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000349679
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000349351
O14576	9606.ENSP00000320130
O14576	9606.ENSP00000348965
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000349679
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000349351
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000348965
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000349679
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000349351
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000354791
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000376297
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000380308
O14576	9606.ENSP00000477310
O14576	9606.ENSP00000408910
O14576	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000320130
Q96FJ2	9606.ENSP00000273130
Q96FJ2	9606.ENSP00000348965
Q96FJ2	9606.ENSP00000380308
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000380308
Q96FJ2	9606.ENSP00000320130
Q96FJ2	9606.ENSP00000348965
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000380308
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000348965
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000380308
Q96FJ2	9606.ENSP00000376297
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000380308
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000474032
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000477310
Q96FJ2	9606.ENSP00000497174
Q96FJ2	9606.ENSP00000497174
Q02363	9606.ENSP00000435712
Q02363	9606.ENSP00000266970
Q02363	9606.ENSP00000250003
Q02363	9606.ENSP00000327758
Q02363	9606.ENSP00000331040
Q02363	9606.ENSP00000371785
Q02363	9606.ENSP00000367972
Q02363	9606.ENSP00000388940
Q02363	9606.ENSP00000381382
Q02363	9606.ENSP00000262965
Q02363	9606.ENSP00000266970
Q02363	9606.ENSP00000435712
Q02363	9606.ENSP00000367972
Q02363	9606.ENSP00000327758
Q02363	9606.ENSP00000381382
Q02363	9606.ENSP00000388940
Q02363	9606.ENSP00000262965
Q02363	9606.ENSP00000371785
Q02363	9606.ENSP00000331040
Q02363	9606.ENSP00000388940
Q02363	9606.ENSP00000367972
Q02363	9606.ENSP00000381382
Q02363	9606.ENSP00000435712
Q02363	9606.ENSP00000371785
Q02363	9606.ENSP00000367972
Q02363	9606.ENSP00000388940
Q02363	9606.ENSP00000381382
Q02363	9606.ENSP00000371785
Q02363	9606.ENSP00000381382
Q02363	9606.ENSP00000388940
Q02363	9606.ENSP00000388940
Q6XD76	9606.ENSP00000332293
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000388940
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000298815
Q6XD76	9606.ENSP00000320251
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000320251
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000388940
Q6XD76	9606.ENSP00000355902
Q6XD76	9606.ENSP00000345420
Q6XD76	9606.ENSP00000346103
Q6XD76	9606.ENSP00000355902
Q6XD76	9606.ENSP00000346103
Q6XD76	9606.ENSP00000388940
Q6XD76	9606.ENSP00000355902
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000244520
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000361162
Q8N302	9606.ENSP00000358512
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000244520
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000361162
Q8N302	9606.ENSP00000358512
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000326737
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000314030
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000351646
O60884	9606.ENSP00000364801
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000335153
O60884	9606.ENSP00000302961
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000314030
O60884	9606.ENSP00000364801
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000351646
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000335153
O60884	9606.ENSP00000351646
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000335153
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000364801
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000364801
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000351646
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000364801
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000364805
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000369127
O60884	9606.ENSP00000378199
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000378324
O60884	9606.ENSP00000437125
O60884	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000314030
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000324173
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000310219
Q8WW22	9606.ENSP00000364802
Q8WW22	9606.ENSP00000364801
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000364802
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000324173
Q8WW22	9606.ENSP00000314030
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000364801
Q8WW22	9606.ENSP00000324173
Q8WW22	9606.ENSP00000364802
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000364801
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000364802
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000364801
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000364802
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000364805
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000369127
Q8WW22	9606.ENSP00000378199
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000378324
Q8WW22	9606.ENSP00000437125
Q8WW22	9606.ENSP00000437125
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000261652
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000261652
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000261652
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000261652
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000291232
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000293825
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000359663
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000361359
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000365048
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000381775
Q9Y275	9606.ENSP00000398698
Q9Y275	9606.ENSP00000431254
Q9Y275	9606.ENSP00000398698
P13501	9606.ENSP00000226317
P13501	9606.ENSP00000225831
P13501	9606.ENSP00000259631
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000292301
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000259607
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000226317
P13501	9606.ENSP00000259631
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000292301
P13501	9606.ENSP00000259631
P13501	9606.ENSP00000259607
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000292301
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000292301
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000259631
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000292301
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000292303
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000296029
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000296140
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000305651
P13501	9606.ENSP00000474412
P13501	9606.ENSP00000474412
Q99616	9606.ENSP00000296028
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000259607
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000296140
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000305651
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000292301
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000292301
Q99616	9606.ENSP00000296140
Q99616	9606.ENSP00000296028
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000305651
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000296028
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000296140
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000305651
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000296140
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000305651
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000305651
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000306884
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000354901
Q99616	9606.ENSP00000378118
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000379140
Q99616	9606.ENSP00000441600
Q99616	9606.ENSP00000441600
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000253363
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000244020
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000253363
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000253363
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000244020
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000253363
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000261973
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000325905
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000326261
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000359988
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000362820
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000362900
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000452123
Q05519	9606.ENSP00000457723
Q05519	9606.ENSP00000457723
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000333982
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000348965
P43034	9606.ENSP00000333982
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000348965
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000333982
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000348965
P43034	9606.ENSP00000333982
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000348965
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000379643
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000380308
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000380378
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000408910
P43034	9606.ENSP00000444935
P43034	9606.ENSP00000435289
P43034	9606.ENSP00000444935
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000216455
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000262193
P28065	9606.ENSP00000261479
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000259457
P28065	9606.ENSP00000223321
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000262193
P28065	9606.ENSP00000261479
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000259457
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000223321
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000262193
P28065	9606.ENSP00000261479
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000259457
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000262193
P28065	9606.ENSP00000261479
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000262193
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000271308
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000290541
P28065	9606.ENSP00000351314
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000359910
P28065	9606.ENSP00000363993
P28065	9606.ENSP00000363993
Q99436	9606.ENSP00000264639
Q99436	9606.ENSP00000216455
Q99436	9606.ENSP00000271308
Q99436	9606.ENSP00000219313
Q99436	9606.ENSP00000262193
Q99436	9606.ENSP00000261479
Q99436	9606.ENSP00000270586
Q99436	9606.ENSP00000259457
Q99436	9606.ENSP00000223321
Q99436	9606.ENSP00000261712
Q99436	9606.ENSP00000264639
Q99436	9606.ENSP00000271308
Q99436	9606.ENSP00000219313
Q99436	9606.ENSP00000262193
